Nintendo DS-Pinball-Dream Pinball 3D,6.5
Nintendo DS-Pinball-Flipper Critters,6.5
Nintendo DS-Pinball-Metroid Prime Pinball,8
Nintendo DS-Platformer-Bubble Bobble Double Shot,5.9
Nintendo DS-Platformer-Castlevania: Order of Ecclesia,9
Nintendo DS-Platformer-Cookie &amp; Cream,7.8
Nintendo DS-Platformer-Crash: Mind Over Mutant,3.2
Nintendo DS-Platformer-de Blob 2,7.5
Nintendo DS-Platformer-Drawn to Life,7.9
Nintendo DS-Platformer-Drawn to Life: The Next Chapter,6.7
Nintendo DS-Platformer-Garfield's Fun Fest,4
Nintendo DS-Platformer-"Go, Diego, Go! Great Dinosaur Rescue",6
Nintendo DS-Platformer-Ivy the Kiwi,7.5
Nintendo DS-Platformer-Kirby Squeak Squad,7.8
Nintendo DS-Platformer-Madagascar: Escape 2 Africa,5.5
Nintendo DS-Platformer-Mega Man ZX,8.2
Nintendo DS-Platformer-Mega Man ZX Advent,8
Nintendo DS-Platformer-N+,9
Nintendo DS-Platformer-New Super Mario Bros.,9.5
Nintendo DS-Platformer-Over the Hedge,8.2
Nintendo DS-Platformer-Pac+Man World 3,4
Nintendo DS-Platformer-Rainbow Islands Revolution,5
Nintendo DS-Platformer-Ratatouille,7
Nintendo DS-Platformer-Rayman DS,6
Nintendo DS-Platformer-Rayman Raving Rabbids,6.5
Nintendo DS-Platformer-Robots,4.5
Nintendo DS-Platformer-SpongeBob SquarePants: The Yellow Avenger,7.7
Nintendo DS-Platformer-Super Mario 64 DS,8.9
Nintendo DS-Platformer-Super Princess Peach,7.8
Nintendo DS-Platformer-Tak: The Great Juju Challenge,6.2
Nintendo DS-Platformer-Teenage Zombies: Invasion of the Alien Brain Thingys!,6.8
Nintendo DS-Platformer-The Bee Game,6
Nintendo DS-Platformer-The Legend of Spyro: A New Beginning,7.1
Nintendo DS-Platformer-The Legend of Spyro: Dawn of the Dragon,6.2
Nintendo DS-Platformer-The Legend of Spyro: The Eternal Night,5.5
Nintendo DS-Platformer-The Legendary Starfy,8.9
Nintendo DS-Platformer-The New Zealand Story Revolution,5.6
Nintendo DS-Platformer-Thor: God of Thunder,8
Nintendo DS-Productivity-Art Academy,6.5
Nintendo DS-Productivity-Brain Voyage,5
Nintendo DS-Productivity-Diary Girl,4.5
Nintendo DS-Productivity-Hello Kitty Daily,2
Nintendo DS-Productivity-Left Brain Right Brain,5
Nintendo DS-Productivity-Let's Pilates,7.9
Nintendo DS-Productivity-Let's Yoga,7.5
Nintendo DS-Productivity-My Secret World by Imagine,6
Nintendo DS-Productivity-My Weight Loss Coach,7
Nintendo DS-Productivity-My Word Coach,7.2
Nintendo DS-Productivity-Nintendo DS Browser,3.5
Nintendo DS-Productivity-Personal Trainer: Cooking,9
Nintendo DS-Productivity-Personal Trainer: Walking,7
Nintendo DS-Productivity-Ping Pals,3.5
Nintendo DS-Productivity-What's Cooking? Jamie Oliver,4.9
Nintendo DS-Puzzle-7 Wonders of the Ancient World,6.5
Nintendo DS-Puzzle-Bejeweled Twist,7
Nintendo DS-Puzzle-Best of Tests DS,2
Nintendo DS-Puzzle-Bookworm,8.4
Nintendo DS-Puzzle-Brain Buster Puzzle Pak,7
Nintendo DS-Puzzle-Bust+A+Move DS,7.5
Nintendo DS-Puzzle-Candace Kane's Candy Factory,5.8
Nintendo DS-Puzzle-Chameleon,5.5
Nintendo DS-Puzzle-Double Sequence,4
Nintendo DS-Puzzle-Dropcast,5.9
Nintendo DS-Puzzle-Gunpey DS,6.1
Nintendo DS-Puzzle-Honeycomb Beat,5.5
Nintendo DS-Puzzle-Jenga: World Tour,4
Nintendo DS-Puzzle-Jewel Quest Expedition,7.2
Nintendo DS-Puzzle-Jumble Madness,6.5
Nintendo DS-Puzzle-Konductra,6.5
Nintendo DS-Puzzle-Line Rider 2: Unbound,7.7
Nintendo DS-Puzzle-Luxor: Pharaoh's Challenge,6.8
Nintendo DS-Puzzle-Magnetica,8
Nintendo DS-Puzzle-Mario vs. Donkey Kong Mini+Land Mayhem,9
Nintendo DS-Puzzle-Matchstick,4.8
Nintendo DS-Puzzle-Mechanic Master,7.6
Nintendo DS-Puzzle-Meteos,9
Nintendo DS-Puzzle-Meteos: Disney Magic,8
Nintendo DS-Puzzle-Midnight Play Pack,6
Nintendo DS-Puzzle-Neopets Puzzle Adventure,7.6
Nintendo DS-Puzzle-Neves,7.5
Nintendo DS-Puzzle-New York Times Crosswords,7.9
Nintendo DS-Puzzle-Overlord: Minions,6.1
Nintendo DS-Puzzle-Picross 3D,8.5
Nintendo DS-Puzzle-Picross DS,9
Nintendo DS-Puzzle-Pipe Mania,6.5
Nintendo DS-Puzzle-Planet Puzzle League,9
Nintendo DS-Puzzle-Platinum Sudoku,7.5
Nintendo DS-Puzzle-Pokemon Trozei,8
Nintendo DS-Puzzle-Polarium,7.8
Nintendo DS-Puzzle-Professor Heinz Wolff's Gravity,5.9
Nintendo DS-Puzzle-Puyo Pop Fever,8.5
Nintendo DS-Puzzle-Puzzle City,4.8
Nintendo DS-Puzzle-Puzzle Kingdoms,6.3
Nintendo DS-Puzzle-Puzzle Quest: Galactrix,8.4
Nintendo DS-Puzzle-QuickSpot,7.4
Nintendo DS-Puzzle-Ratatouille: Food Frenzy,4.5
Nintendo DS-Puzzle-Rubik's World,7
Nintendo DS-Puzzle-Snood 2: On Vacation,4.5
Nintendo DS-Puzzle-Soul Bubbles,8
Nintendo DS-Puzzle-Space Bust+A+Move,7.8
Nintendo DS-Puzzle-Sudoku Ball ++ Detective,5
Nintendo DS-Puzzle-Sudoku Gridmaster,6
Nintendo DS-Puzzle-Sudokumania,3
Nintendo DS-Puzzle-SudoKuro,2
Nintendo DS-Puzzle-Super Collapse 3,7.4
Nintendo DS-Puzzle-Super FruitFall,6
Nintendo DS-Puzzle-Tetris DS,9
Nintendo DS-Puzzle-The Quest Trio,8.1
Nintendo DS-Puzzle-Toon Doku,3.5
Nintendo DS-Puzzle-Trioncube,5.5
Nintendo DS-Puzzle-Tropix,6.6
Nintendo DS-Puzzle-Ultimate Puzzle Games: Sudoku Edition,7
Nintendo DS-Puzzle-USA Today Puzzle Craze,7.9
Nintendo DS-Puzzle-Wordfish,6.2
Nintendo DS-Puzzle-WordJong,7.5
Nintendo DS-Puzzle-Wordmaster,5.8
Nintendo DS-Puzzle-Zendoku,5
Nintendo DS-Puzzle-Zoo Keeper,7
Nintendo DS-"Puzzle, Action"-Break 'em All,6.5
Nintendo DS-"Puzzle, Action"-Exit DS,6.5
Nintendo DS-"Puzzle, Action"-Frogger: Helmet Chaos,6.8
Nintendo DS-"Puzzle, Action"-Labyrinth,4
Nintendo DS-"Puzzle, Action"-M&amp;M's: Break'Em,5
Nintendo DS-"Puzzle, Action"-Monster Bomber,4.5
Nintendo DS-"Puzzle, Action"-Peggle: Dual Shot,8.6
Nintendo DS-"Puzzle, Action"-Pet Alien,5
Nintendo DS-"Puzzle, Action"-Puzzle de Harvest Moon,3.5
Nintendo DS-"Puzzle, Action"-Puzzle Quest: Challenge of the Warlords,8.9
Nintendo DS-"Puzzle, Action"-Scribblenauts,8.7
Nintendo DS-"Puzzle, Action"-Super Scribblenauts,9
Nintendo DS-"Puzzle, Action"-Turn It Around!,3
Nintendo DS-"Puzzle, Action"-WireWay,6
Nintendo DS-"Puzzle, Adventure"-Might and Magic: Clash of Heroes,8.9
Nintendo DS-"Puzzle, Adventure"-Prism: Light the Way,7
Nintendo DS-"Puzzle, Adventure"-Puzzle Quest 2,8.5
Nintendo DS-"Puzzle, Adventure"-Rooms: The Main Building,5
Nintendo DS-"Puzzle, Adventure"-Steal Princess,6.7
Nintendo DS-"Puzzle, Compilation"-Puzzler Collection,7.3
Nintendo DS-"Puzzle, Word Games"-Crosswords DS,8
Nintendo DS-Racing-Asphalt: Urban GT,5.5
Nintendo DS-Racing-ATV: Quad Frenzy,4.8
Nintendo DS-Racing-Big Mutha Truckers,6
Nintendo DS-Racing-Burnout Legends,3.5
Nintendo DS-Racing-Cars,5.8
Nintendo DS-Racing-Cars Mater+National Championship,6.8
Nintendo DS-Racing-Cartoon Network Racing,5.8
Nintendo DS-Racing-Chrysler Classic Racing,4
Nintendo DS-Racing-Cocoto Kart Racer,4.5
Nintendo DS-Racing-Corvette Evolution GT,4.8
Nintendo DS-Racing-Dirt 2,8
Nintendo DS-Racing-Dragon Booster,2.5
Nintendo DS-Racing-Ducati Moto,6
Nintendo DS-Racing-Ferrari Challenge Trofeo Pirelli,6.2
Nintendo DS-Racing-Ford Racing 3,5
Nintendo DS-Racing-Grid,8.3
Nintendo DS-Racing-Herbie: Rescue Rally,7.3
Nintendo DS-Racing-Homie Rollerz,2
Nintendo DS-Racing-Hot Wheels: Battle Force 5,4.5
Nintendo DS-Racing-Hot Wheels: Beat That!,6.5
Nintendo DS-Racing-Indianapolis 500 Legends,5
Nintendo DS-Racing-Juiced 2: Hot Import Nights,7
Nintendo DS-Racing-Mario Kart DS,9.5
Nintendo DS-Racing-Micro Machines V4,5.7
Nintendo DS-Racing-Monster Jam,7
Nintendo DS-Racing-Monster Jam: Urban Assault,6
Nintendo DS-Racing-Monster Trucks DS,4
Nintendo DS-Racing-MX vs. ATV Reflex,5.7
Nintendo DS-Racing-MX vs. ATV Untamed,7
Nintendo DS-Racing-Need for Speed Carbon: Own the City,7.5
Nintendo DS-Racing-Need for Speed Most Wanted [2005],4
Nintendo DS-Racing-Need for Speed Nitro,6.8
Nintendo DS-Racing-Need for Speed ProStreet,7.9
Nintendo DS-Racing-Need for Speed Undercover,6.2
Nintendo DS-Racing-Need for Speed Underground 2,7
Nintendo DS-Racing-Pokemon Dash!,5
Nintendo DS-Racing-Race Driver: Create &amp; Race,8.2
Nintendo DS-Racing-Ridge Racer DS,7.5
Nintendo DS-Racing-Sonic &amp; SEGA All+Stars Racing,8
Nintendo DS-Racing-Speed Racer: The Videogame,8
Nintendo DS-Racing-Suzuki Super+Bikes II: Riding Challenge,4.9
Nintendo DS-Racing-TrackMania DS,7.8
Nintendo DS-Racing-Wacky Races: Crash &amp; Dash,4.2
Nintendo DS-"Racing, Action"-Biker Mice From Mars,3
Nintendo DS-"Racing, Action"-Cars 2,6.5
Nintendo DS-"Racing, Action"-Diddy Kong Racing DS,7.1
Nintendo DS-"Racing, Action"-M&amp;M's Kart Racing,3
Nintendo DS-"Racing, Action"-Madagascar Kartz,6.5
Nintendo DS-"Racing, Action"-Shrek Smash n' Crash Racing,4
Nintendo DS-RPG-Away: Shuffle Dungeon,6.1
Nintendo DS-RPG-Black Sigil: Blade of the Exiled,5.5
Nintendo DS-RPG-Blue Dragon: Awakened Shadow,8
Nintendo DS-RPG-Chrono Trigger,8.8
Nintendo DS-RPG-Code Lyoko: Fall of X.A.N.A,5.5
Nintendo DS-RPG-Deep Labyrinth,6.5
Nintendo DS-RPG-Digimon World: Dawn,7
Nintendo DS-RPG-Digimon World: Dusk,7
Nintendo DS-RPG-Dokapon Journey,6.5
Nintendo DS-RPG-Dragon Ball Z: Attack of the Saiyans,7.1
Nintendo DS-RPG-Dragon Quest Heroes: Rocket Slime,8.5
Nintendo DS-RPG-Dragon Quest IX: Sentinels of the Starry Skies,8
Nintendo DS-RPG-Dragon Quest Monsters: Joker,7.9
Nintendo DS-RPG-Dragon Quest Monsters: Joker 2,8.5
Nintendo DS-RPG-Dragon Quest V: Hand of the Heavenly Bride,8.9
Nintendo DS-RPG-Dragon Quest VI: Realms of Revelation,7
Nintendo DS-RPG-Etrian Odyssey,7.4
Nintendo DS-RPG-Etrian Odyssey II: Heroes of Lagaard,8
Nintendo DS-RPG-Etrian Odyssey III: The Drowned City,6
Nintendo DS-RPG-Final Fantasy Crystal Chronicles: Ring of Fates,8.2
Nintendo DS-RPG-Final Fantasy III,7.8
Nintendo DS-RPG-Final Fantasy IV,8.7
Nintendo DS-RPG-Final Fantasy: The 4 Heroes of Light,8
Nintendo DS-RPG-Fossil League: Dino Tournament Championship,6.5
Nintendo DS-RPG-From the Abyss,7.5
Nintendo DS-RPG-Glory of Heracles,6
Nintendo DS-RPG-Golden Sun: Dark Dawn,7.5
Nintendo DS-RPG-Harvest Moon DS Cute,5.8
Nintendo DS-RPG-Heroes of Mana,8
Nintendo DS-RPG-Infinite Space,7
Nintendo DS-RPG-Inuyasha: Secret of the Divine Jewel,4
Nintendo DS-RPG-Lost Magic,6.5
Nintendo DS-RPG-Lufia: Curse of the Sinistrals,8.5
Nintendo DS-RPG-Lunar Knights,8.2
Nintendo DS-RPG-Lunar: Dragon Song,6.3
Nintendo DS-RPG-Magical Starsign,7.5
Nintendo DS-RPG-Mario &amp; Luigi: Partners in Time,9
Nintendo DS-RPG-Master of the Monster Lair,6.3
Nintendo DS-RPG-Mazes of Fate,4
Nintendo DS-RPG-Mega Man Battle Network 5: Double Team DS,6.5
Nintendo DS-RPG-Mega Man Star Force 2: Zerker X Ninja,5
Nintendo DS-RPG-Mega Man Star Force 2: Zerker X Saurian,5
Nintendo DS-RPG-Mega Man Star Force 3: Black Ace,6
Nintendo DS-RPG-Mega Man Star Force 3: Red Joker,6
Nintendo DS-RPG-Mega Man Star Force: Dragon,5.2
Nintendo DS-RPG-Mega Man Star Force: Leo,5.2
Nintendo DS-RPG-Mega Man Star Force: Pegasus,5.2
Nintendo DS-RPG-"My World, My Way",8
Nintendo DS-RPG-Mystery Dungeon: Shiren the Wanderer,6.5
Nintendo DS-RPG-Naruto: Path of the Ninja,6
Nintendo DS-RPG-Naruto: Path of the Ninja 2,6.5
Nintendo DS-RPG-Nostalgia,7.2
Nintendo DS-RPG-Pokemon Black Version,9
Nintendo DS-RPG-Pokemon Black Version 2,9.6
Nintendo DS-RPG-Pokemon Diamond Version,8.5
Nintendo DS-RPG-Pokemon HeartGold Version,8.5
Nintendo DS-RPG-Pokemon Mystery Dungeon: Blue Rescue Team,6.5
Nintendo DS-RPG-Pokemon Mystery Dungeon: Explorers of Darkness,6.5
Nintendo DS-RPG-Pokemon Mystery Dungeon: Explorers of Sky,4.9
Nintendo DS-RPG-Pokemon Mystery Dungeon: Explorers of Time,6.5
Nintendo DS-RPG-Pokemon Pearl Version,8.5
Nintendo DS-RPG-Pokemon Platinum Version,8.8
Nintendo DS-RPG-Pokemon SoulSilver Version,8.5
Nintendo DS-RPG-Pokemon White Version,9
Nintendo DS-RPG-Pokemon White Version 2,9.6
Nintendo DS-RPG-Radiant Historia,8.5
Nintendo DS-RPG-Ragnarok,7
Nintendo DS-RPG-Rhapsody: A Musical Adventure,6.6
Nintendo DS-RPG-Rune Factory 2: A Fantasy Harvest Moon,8.4
Nintendo DS-RPG-Rune Factory: A Fantasy Harvest Moon,8.4
Nintendo DS-RPG-Sands of Destruction,7.4
Nintendo DS-RPG-Shin Megami Tensei: Devil Survivor,8.7
Nintendo DS-RPG-Shin Megami Tensei: Strange Journey,8.5
Nintendo DS-RPG-Solatorobo: Red The Hunter,8
Nintendo DS-RPG-Sonic Chronicles: The Dark Brotherhood,6.5
Nintendo DS-RPG-Spyro: Shadow Legacy,4
Nintendo DS-RPG-Suikoden Tierkreis,8.8
Nintendo DS-RPG-Summon Night: Twin Age,8.2
Nintendo DS-RPG-Super Robot Taisen OG Saga: Endless Frontier,8
Nintendo DS-RPG-Tao's Adventure: Curse of the Demon Seal,4
Nintendo DS-RPG-The Wizard of Oz: Beyond the Yellow Brick Road,8
Nintendo DS-RPG-The World Ends with You,9
Nintendo DS-RPG-Valkyrie Profile: Covenant of the Plume,8.5
Nintendo DS-"RPG, Simulation"-River King: Mystic Valley,5
Nintendo DS-Shooter-Bangai+O Spirits,8.1
Nintendo DS-Shooter-Barnyard Blast: Swine of the Night,7.2
Nintendo DS-Shooter-Bionicle Heroes,8
Nintendo DS-Shooter-Brothers in Arms DS,8
Nintendo DS-Shooter-Call of Duty 4: Modern Warfare,7.8
Nintendo DS-Shooter-Call of Duty: Modern Warfare: Mobilized,8
Nintendo DS-Shooter-Call of Duty: World at War,8.3
Nintendo DS-Shooter-Chicken Hunter,3.5
Nintendo DS-Shooter-Dementium: The Ward,8
Nintendo DS-Shooter-Geometry Wars: Galaxies,7.8
Nintendo DS-Shooter-GoldenEye 007,5.5
Nintendo DS-Shooter-GoldenEye: Rogue Agent,6.5
Nintendo DS-Shooter-Greg Hastings' Tournament Paintball Max'd,4
Nintendo DS-Shooter-Nanostray,8
Nintendo DS-Shooter-Nanostray 2,8.1
Nintendo DS-Shooter-Point Blank DS,7
Nintendo DS-Shooter-Space Invaders Extreme,9
Nintendo DS-Shooter-Space Invaders Extreme 2,8
Nintendo DS-Shooter-Space Invaders Revolution,5
Nintendo DS-Shooter-Touch The Dead,6.9
Nintendo DS-Shooter-Transformers: War for Cybertron ++ Autobots,6.5
Nintendo DS-Shooter-Transformers: War for Cybertron ++ Decepticons,6.5
Nintendo DS-Shooter-Underwater Attack,4.5
Nintendo DS-Simulation-Air Traffic Chaos,6.9
Nintendo DS-Simulation-America's Test Kitchen: Let's Get Cooking,8.5
Nintendo DS-Simulation-Animal Paradise,5
Nintendo DS-Simulation-ANNO 1701: Dawn of Discovery,7.5
Nintendo DS-Simulation-Aquarium,1
Nintendo DS-Simulation-Battle of Giants: Dragons,7.2
Nintendo DS-Simulation-Bratz: Super Babyz,4
Nintendo DS-Simulation-Cake Mania,6.5
Nintendo DS-Simulation-Cake Mania 2: Jill's Next Adventure!,5
Nintendo DS-Simulation-Cesar Millan's The Dog Whisperer,4.4
Nintendo DS-Simulation-Cooking Mama,7
Nintendo DS-Simulation-Cooking Mama 2: Dinner With Friends,7
Nintendo DS-Simulation-Cooking Mama 3: Shop &amp; Chop,7
Nintendo DS-Simulation-Crafting Mama,6
Nintendo DS-Simulation-Emergency! Disaster Rescue Squad,7.9
Nintendo DS-Simulation-Ener+G: Gym Rockets,7
Nintendo DS-Simulation-Ener+G: Horse Riders,4.5
Nintendo DS-Simulation-Fantasy Aquarium,1
Nintendo DS-Simulation-Gardening Mama,4.9
Nintendo DS-Simulation-Gourmet Chef: Cook Your Way to Fame,7
Nintendo DS-Simulation-Grey's Anatomy: The Video Game,6
Nintendo DS-Simulation-Harvest Moon DS,6
Nintendo DS-Simulation-Harvest Moon: Island of Happiness,5.8
Nintendo DS-Simulation-Harvest Moon: The Tale of Two Towns,6
Nintendo DS-Simulation-Horse Life,7.6
Nintendo DS-Simulation-Imagine: Animal Doctor,6.5
Nintendo DS-Simulation-Imagine: Ballet Star,4.6
Nintendo DS-Simulation-Imagine: Fashion Designer,3
Nintendo DS-Simulation-Imagine: Fashion Designer New York,4.6
Nintendo DS-Simulation-Imagine: Interior Designer,6.8
Nintendo DS-Simulation-Imagine: Movie Star,4
Nintendo DS-Simulation-Imagine: Teacher,7.5
Nintendo DS-Simulation-Imagine: Wedding Designer,2.5
Nintendo DS-Simulation-Iron Chef America: Supreme Cuisine,6.8
Nintendo DS-Simulation-John Deere: Harvest in the Heartland,3
Nintendo DS-Simulation-Kim Possible: Kimmunicator,5.5
Nintendo DS-Simulation-Lionel Trains: On Track,3.5
Nintendo DS-Simulation-Master of Illusion,7
Nintendo DS-Simulation-Miami Nights: Singles in the City,4
Nintendo DS-Simulation-My Baby Boy,5
Nintendo DS-Simulation-My Baby Girl,5
Nintendo DS-Simulation-My Fashion Studio,7
Nintendo DS-Simulation-My Fun Facts Coach,5.1
Nintendo DS-Simulation-My Horse &amp; Me,4.3
Nintendo DS-Simulation-MySims,6.9
Nintendo DS-Simulation-MySims Party,6.4
Nintendo DS-Simulation-MySims SkyHeroes,5
Nintendo DS-Simulation-Paws &amp; Claws: Pet Resort,2.5
Nintendo DS-Simulation-Pet Pals: Animal Doctor,7
Nintendo DS-Simulation-Petz Rescue: Endangered Paradise,8
Nintendo DS-Simulation-Petz Rescue: Ocean Patrol,7.9
Nintendo DS-Simulation-Pony Luv,3
Nintendo DS-Simulation-Pop Cutie! Street Fashion Simulation,7.5
Nintendo DS-Simulation-Puppy Luv: Spa and Resort,7
Nintendo DS-Simulation-SimAnimals,7.3
Nintendo DS-Simulation-SimAnimals Africa,6.7
Nintendo DS-Simulation-SimCity Creator,6
Nintendo DS-Simulation-SimCity DS,7
Nintendo DS-Simulation-Spore Creatures,7.8
Nintendo DS-Simulation-Spore Hero Arena,3.8
Nintendo DS-Simulation-Star Trek: Tactical Assault,6
Nintendo DS-Simulation-Tamagotchi Connection: Corner Shop,6
Nintendo DS-Simulation-The Biggest Loser,6.8
Nintendo DS-Simulation-The Sims 2,8.2
Nintendo DS-Simulation-The Sims 2: Apartment Pets,4.5
Nintendo DS-Simulation-The Sims 2: Castaway,7
Nintendo DS-Simulation-The Sims 2: Pets,5.1
Nintendo DS-Simulation-The Sims 3,7.5
Nintendo DS-Simulation-The Urbz: Sims in the City,7
Nintendo DS-Simulation-Theme Park,7.5
Nintendo DS-Simulation-Thrillville: Off the Rails,4.5
Nintendo DS-Simulation-Toy Shop,3
Nintendo DS-Simulation-Trauma Center: Under the Knife,8
Nintendo DS-Simulation-Trauma Center: Under the Knife 2,8.4
Nintendo DS-Simulation-Wario Ware D.I.Y.,9
Nintendo DS-Simulation-Zoo Tycoon 2 DS,7
Nintendo DS-Simulation-Zoo Tycoon DS,4
Nintendo DS-Simulation-Zoo Vet: Endangered Animals,6.5
Nintendo DS-Sports-2006 FIFA World Cup,7.5
Nintendo DS-Sports-AMF Bowling: Pinbusters,4.8
Nintendo DS-Sports-Backyard Baseball '09,6
Nintendo DS-Sports-Backyard Basketball,6.5
Nintendo DS-Sports-Backyard Football,1.5
Nintendo DS-Sports-Backyard Hockey,4
Nintendo DS-Sports-Balls of Fury,6.5
Nintendo DS-Sports-Championship Pony,5
Nintendo DS-Sports-Don King Boxing,6.8
Nintendo DS-Sports-Fab 5 Soccer,5
Nintendo DS-Sports-FIFA Soccer 06,8.1
Nintendo DS-Sports-FIFA Soccer 07,7.9
Nintendo DS-Sports-FIFA Soccer 08,8.2
Nintendo DS-Sports-FIFA Soccer 09,8
Nintendo DS-Sports-FIFA Soccer 10,8
Nintendo DS-Sports-FIFA Soccer 11,7
Nintendo DS-Sports-FIFA Street 2,4.8
Nintendo DS-Sports-FIFA Street 3,5.8
Nintendo DS-Sports-Harlem Globetrotters World Tour,2.5
Nintendo DS-Sports-Imagine: Figure Skater,6.5
Nintendo DS-Sports-Little League World Series Baseball 2008,5
Nintendo DS-Sports-Madden NFL 06,6
Nintendo DS-Sports-Madden NFL 07,6
Nintendo DS-Sports-Madden NFL 08,7.4
Nintendo DS-Sports-Madden NFL 09,7
Nintendo DS-Sports-Madden NFL 2005,7
Nintendo DS-Sports-Major League Baseball 2K10,2.8
Nintendo DS-Sports-Major League Baseball 2K7,3
Nintendo DS-Sports-Major League Baseball 2K8 Fantasy All+Stars,5.5
Nintendo DS-Sports-Major League Baseball 2K9 Fantasy All+Stars,6.2
Nintendo DS-Sports-Mario &amp; Sonic at the Olympic Games,7.8
Nintendo DS-Sports-Mario &amp; Sonic at the Olympic Winter Games,7.5
Nintendo DS-Sports-Mario Hoops 3+on+3,6.8
Nintendo DS-Sports-Original Frisbee Disc Sports: Ultimate &amp; Golf,2
Nintendo DS-Sports-PDC World Championship Darts,2.5
Nintendo DS-Sports-Power Play Pool,6
Nintendo DS-Sports-Pro Evolution Soccer 2008,5.5
Nintendo DS-Sports-Rafa Nadal Tennis,5.5
Nintendo DS-Sports-Real Soccer 2008,4.5
Nintendo DS-Sports-Real Soccer 2009,7
Nintendo DS-Sports-SEGA Superstars Tennis,6.9
Nintendo DS-Sports-Shaun White Snowboarding,6.6
Nintendo DS-Sports-Showtime Championship Boxing,3.5
Nintendo DS-Sports-Skate It,7.9
Nintendo DS-Sports-Super Dodgeball Brawlers,6.5
Nintendo DS-Sports-Tecmo Bowl: Kickoff,7.7
Nintendo DS-Sports-Tiger Woods PGA Tour 08,8.3
Nintendo DS-Sports-Tiger Woods PGA Tour 2005,6
Nintendo DS-Sports-Tony Hawk's American Sk8land,8.8
Nintendo DS-Sports-Tony Hawk's Downhill Jam,8.7
Nintendo DS-Sports-Tony Hawk's Motion Featuring Hue Pixel Painter,4.5
Nintendo DS-Sports-Tony Hawk's Proving Ground,8
Nintendo DS-Sports-Top Spin 2,4
Nintendo DS-Sports-Top Spin 3,8
Nintendo DS-Sports-True Swing Golf,8
Nintendo DS-Sports-Underground Pool,3.5
Nintendo DS-Sports-Wiffle Ball,1.5
Nintendo DS-Sports-Winning Eleven: Pro Evolution Soccer 2007,6.1
Nintendo DS-Sports-Winter Sports 2: The Next Challenge,4.1
Nintendo DS-"Sports, Action"-Animal Boxing,5.6
Nintendo DS-"Sports, Action"-Elf Bowling 1&amp;2,1
Nintendo DS-"Sports, Action"-MLB Power Pros 2008,7
Nintendo DS-"Sports, Action"-The Bigs 2,4
Nintendo DS-"Sports, Compilation"-New International Track &amp; Field,8.7
Nintendo DS-"Sports, Simulation"-Inazuma Eleven,7.5
Nintendo DS-"Sports, Simulation"-Princess On Ice,6
Nintendo DS-Strategy-Advance Wars: Days of Ruin,8.6
Nintendo DS-Strategy-Advance Wars: Dual Strike,9
Nintendo DS-Strategy-Age of Empires: Mythologies,8.6
Nintendo DS-Strategy-Age of Empires: The Age of Kings,8.2
Nintendo DS-Strategy-Chaotic: Shadow Warriors,6.5
Nintendo DS-Strategy-Command &amp; Destroy,4
Nintendo DS-Strategy-Cradle of Rome,5.9
Nintendo DS-Strategy-Dawn of Discovery,7.3
Nintendo DS-Strategy-Defendin' de Penguin,5.6
Nintendo DS-Strategy-Desktop Tower Defense,4
Nintendo DS-Strategy-Diner Dash: Sizzle &amp; Serve,7
Nintendo DS-Strategy-Dinosaur King,6.6
Nintendo DS-Strategy-Drone Tactics,7.4
Nintendo DS-Strategy-Eco+Creatures: Save the Forest,5.5
Nintendo DS-Strategy-Elite Forces: Unit 77,5.2
Nintendo DS-Strategy-Fire Emblem: Shadow Dragon,8.5
Nintendo DS-Strategy-Front Mission,7.8
Nintendo DS-Strategy-Hell's Kitchen,5
Nintendo DS-Strategy-History's Great Empires: Rome,5
Nintendo DS-Strategy-Kirby: Mass Attack,8.5
Nintendo DS-Strategy-LEGO Battles,7
Nintendo DS-Strategy-Lock's Quest,8.6
Nintendo DS-Strategy-Luminous Arc,7.5
Nintendo DS-Strategy-Mage Knight: Destiny's Soldier,6.5
Nintendo DS-Strategy-Panzer Tactics DS,6
Nintendo DS-Strategy-Plants vs. Zombies,8
Nintendo DS-Strategy-Populous DS,7.1
Nintendo DS-Strategy-Real Time Conflict: Shogun Empires,2.5
Nintendo DS-Strategy-Robocalypse,8.9
Nintendo DS-Strategy-Rune Factory 3: A Fantasy Harvest Moon,8
Nintendo DS-Strategy-Sally's Salon,6.2
Nintendo DS-Strategy-Sid Meier's Civilization Revolution,8.2
Nintendo DS-Strategy-Steel Horizon,3.5
Nintendo DS-Strategy-The Settlers,4
Nintendo DS-Strategy-Tom Clancy's EndWar,7.1
Nintendo DS-Strategy-"Warhammer 40,000: Squad Command",4.5
Nintendo DS-Strategy-Worms: Open Warfare,6
Nintendo DS-Strategy-Worms: Open Warfare 2,8.7
Nintendo DS-"Strategy, RPG"-Bleach: The 3rd Phantom,7
Nintendo DS-"Strategy, RPG"-Blue Dragon Plus,8
Nintendo DS-"Strategy, RPG"-Disgaea DS,9
Nintendo DS-"Strategy, RPG"-Final Fantasy Tactics A2: Grimoire of the Rift,9
Nintendo DS-"Strategy, RPG"-Final Fantasy XII: Revenant Wings,8.3
Nintendo DS-"Strategy, RPG"-Hero's Saga: Laevatein Tactics,7
Nintendo DS-"Strategy, RPG"-Hoshigami Remix,6
Nintendo DS-"Strategy, RPG"-Jagged Alliance DS,4.6
Nintendo DS-"Strategy, RPG"-Knights in the Nightmare,8.8
